"TIME","GEO","FREQUENC","ACL00","DEG_URB","HHTYP","QUANTILE","UNIT","Value","Flag and Footnotes"
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Second quintile","Percentage","44.8",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Third quintile","Percentage","37.0",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Fourth quintile","Percentage","28.5",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Fifth quintile","Percentage","16.4",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Total","Percentage","45.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","First quintile","Percentage","64.9",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Second quintile","Percentage","56.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Third quintile","Percentage","46.4",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","36.9",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","20.6",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Total","Percentage","27.1",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","First quintile","Percentage","44.8",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Second quintile","Percentage","35.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Third quintile","Percentage","28.1",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","21.4",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","12.7",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Total","Percentage","44.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","First quintile","Percentage","66.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Second quintile","Percentage","51.5",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Third quintile","Percentage","42.2",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Fourth quintile","Percentage","35.5",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Fifth quintile","Percentage","20.1",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Total","Percentage","53.4",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","First quintile","Percentage","74.1",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Second quintile","Percentage","61.4",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Third quintile","Percentage","53.5",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Fourth quintile","Percentage","46.0",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Fifth quintile","Percentage","23.9",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Total","Percentage","35.8",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","First quintile","Percentage","56.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Second quintile","Percentage","43.7",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Third quintile","Percentage","34.5",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Fourth quintile","Percentage","25.3",""
"2006","Slovenia","Not in the last 12 months","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Fifth quintile","Percentage","16.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","Total","Percentage","66.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","First quintile","Percentage","80.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","Second quintile","Percentage","74.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","Third quintile","Percentage","68.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","Fourth quintile","Percentage","60.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Total","Fifth quintile","Percentage","47.8",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","Total","Percentage","76.7",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","First quintile","Percentage","90.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","Second quintile","Percentage","86.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","Third quintile","Percentage","79.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","Fourth quintile","Percentage","72.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households without dependent children","Fifth quintile","Percentage","55.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","Total","Percentage","55.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","First quintile","Percentage","67.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","Second quintile","Percentage","64.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","Third quintile","Percentage","59.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","Fourth quintile","Percentage","49.7",""
"2006","Slovenia","Not in the last 12 months","Cinema","Total","Households with dependent children","Fifth quintile","Percentage","39.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","Total","Percentage","54.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","First quintile","Percentage","71.7",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","Second quintile","Percentage","68.8",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","Third quintile","Percentage","59.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","Fourth quintile","Percentage","47.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Total","Fifth quintile","Percentage","38.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","Total","Percentage","66.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","First quintile","Percentage","84.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","Second quintile","Percentage","83.7",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","Third quintile","Percentage","72.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","Fourth quintile","Percentage","63.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households without dependent children","Fifth quintile","Percentage","44.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","Total","Percentage","39.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","First quintile","Percentage","53.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","Second quintile","Percentage","51.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","Third quintile","Percentage","41.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","Fourth quintile","Percentage","30.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Cities","Households with dependent children","Fifth quintile","Percentage","29.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","Total","Percentage","63.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","First quintile","Percentage","77.8",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","Second quintile","Percentage","72.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","Third quintile","Percentage","66.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","Fourth quintile","Percentage","57.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Total","Fifth quintile","Percentage","45.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","Total","Percentage","75.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","First quintile","Percentage","88.8",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","Second quintile","Percentage","84.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","Third quintile","Percentage","77.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","69.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","54.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","Total","Percentage","51.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","First quintile","Percentage","60.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","Second quintile","Percentage","62.1",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","Third quintile","Percentage","56.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","46.6",""
"2006","Slovenia","Not in the last 12 months","Cinema","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","38.3",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","Total","Percentage","72.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","First quintile","Percentage","84.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","Second quintile","Percentage","77.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","Third quintile","Percentage","72.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","Fourth quintile","Percentage","67.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Total","Fifth quintile","Percentage","55.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","Total","Percentage","81.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","First quintile","Percentage","92.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","Second quintile","Percentage","88.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","Third quintile","Percentage","83.5",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","Fourth quintile","Percentage","77.0",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households without dependent children","Fifth quintile","Percentage","63.9",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","Total","Percentage","63.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","First quintile","Percentage","74.2",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","Second quintile","Percentage","68.7",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","Third quintile","Percentage","64.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","Fourth quintile","Percentage","58.4",""
"2006","Slovenia","Not in the last 12 months","Cinema","Rural areas","Households with dependent children","Fifth quintile","Percentage","46.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","Total","Percentage","59.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","First quintile","Percentage","78.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","Second quintile","Percentage","70.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","Third quintile","Percentage","62.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","Fourth quintile","Percentage","54.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Total","Fifth quintile","Percentage","35.0",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Total","Percentage","65.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","First quintile","Percentage","82.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Second quintile","Percentage","76.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Third quintile","Percentage","70.0",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Fourth quintile","Percentage","61.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Fifth quintile","Percentage","38.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Total","Percentage","53.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","First quintile","Percentage","72.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Second quintile","Percentage","64.7",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Third quintile","Percentage","55.7",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Fourth quintile","Percentage","48.0",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Fifth quintile","Percentage","31.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","Total","Percentage","51.7",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","First quintile","Percentage","71.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","Second quintile","Percentage","68.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","Third quintile","Percentage","57.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","Fourth quintile","Percentage","50.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Total","Fifth quintile","Percentage","29.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Total","Percentage","56.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","First quintile","Percentage","71.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Second quintile","Percentage","74.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Third quintile","Percentage","64.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Fourth quintile","Percentage","54.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Fifth quintile","Percentage","32.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Total","Percentage","46.1",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","First quintile","Percentage","70.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Second quintile","Percentage","60.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Third quintile","Percentage","47.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Fourth quintile","Percentage","46.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Fifth quintile","Percentage","24.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","Total","Percentage","59.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","First quintile","Percentage","78.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","Second quintile","Percentage","70.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","Third quintile","Percentage","62.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","Fourth quintile","Percentage","51.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Total","Fifth quintile","Percentage","37.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","Total","Percentage","66.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","First quintile","Percentage","82.1",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","Second quintile","Percentage","78.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","Third quintile","Percentage","70.1",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","59.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","42.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","Total","Percentage","52.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","First quintile","Percentage","72.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","Second quintile","Percentage","63.6",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","Third quintile","Percentage","55.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","45.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","32.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","Total","Percentage","63.1",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","First quintile","Percentage","80.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","Second quintile","Percentage","70.7",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","Third quintile","Percentage","63.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","Fourth quintile","Percentage","57.8",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Total","Fifth quintile","Percentage","36.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","Total","Percentage","69.3",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","First quintile","Percentage","85.9",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","Second quintile","Percentage","76.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","Third quintile","Percentage","72.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","Fourth quintile","Percentage","65.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households without dependent children","Fifth quintile","Percentage","39.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","Total","Percentage","57.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","First quintile","Percentage","73.4",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","Second quintile","Percentage","66.2",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","Third quintile","Percentage","57.7",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","Fourth quintile","Percentage","50.5",""
"2006","Slovenia","Not in the last 12 months","Live performances (theatre, concerts, ballet)","Rural areas","Households with dependent children","Fifth quintile","Percentage","34.5",""
"2006","Slovenia","Not in the last 12 months","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","Percentage","59.8",""
