"REASON","GEO","ACL00","QUANTILE","DEG_URB","HHTYP","TIME","UNIT","Value","Flag and Footnotes"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Total","Households with dependent children","2015","Percentage","36.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Total","Households without dependent children","2015","Percentage","35.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Total","2015","Percentage","37.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Households with dependent children","2015","Percentage","28.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Households without dependent children","2015","Percentage","41.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Total","2015","Percentage","41.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Households with dependent children","2015","Percentage","41.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Households without dependent children","2015","Percentage","41.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Total","2015","Percentage","32.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Households with dependent children","2015","Percentage","36.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Households without dependent children","2015","Percentage","30.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","25.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Total","Households with dependent children","2015","Percentage","34.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Total","Households without dependent children","2015","Percentage","20.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Total","2015","Percentage","25.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Households with dependent children","2015","Percentage","38.7","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Households without dependent children","2015","Percentage","19.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Total","2015","Percentage","25.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Households with dependent children","2015","Percentage","33.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Households without dependent children","2015","Percentage","21.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Total","2015","Percentage","26.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Households with dependent children","2015","Percentage","34.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Households without dependent children","2015","Percentage","20.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","19.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Total","Households with dependent children","2015","Percentage","19.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Total","Households without dependent children","2015","Percentage","18.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Total","2015","Percentage","17.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Households with dependent children","2015","Percentage","19.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Households without dependent children","2015","Percentage","17.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Total","2015","Percentage","20.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Households with dependent children","2015","Percentage","20.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Households without dependent children","2015","Percentage","20.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Total","2015","Percentage","18.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Households with dependent children","2015","Percentage","19.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Households without dependent children","2015","Percentage","18.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","11.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Households with dependent children","2015","Percentage","13.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Households without dependent children","2015","Percentage","10.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Total","2015","Percentage","14.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Households with dependent children","2015","Percentage","14.9","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Households without dependent children","2015","Percentage","14.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Total","2015","Percentage","10.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","4.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","13.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Total","2015","Percentage","11.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Households with dependent children","2015","Percentage","16.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Households without dependent children","2015","Percentage","7.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","6.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Households with dependent children","2015","Percentage","7.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Households without dependent children","2015","Percentage","5.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Total","2015","Percentage","2.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Households with dependent children","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Households without dependent children","2015","Percentage","1.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Total","2015","Percentage","11.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","7.6","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","12.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Total","2015","Percentage","4.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Households with dependent children","2015","Percentage","6.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Households without dependent children","2015","Percentage","3.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","23.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Households with dependent children","2015","Percentage","23.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Households without dependent children","2015","Percentage","23.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Cities","Total","2015","Percentage","23.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Cities","Households with dependent children","2015","Percentage","23.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Cities","Households without dependent children","2015","Percentage","23.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Towns and suburbs","Total","2015","Percentage","24.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Towns and suburbs","Households with dependent children","2015","Percentage","23.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Towns and suburbs","Households without dependent children","2015","Percentage","24.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Rural areas","Total","2015","Percentage","23.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Rural areas","Households with dependent children","2015","Percentage","23.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Rural areas","Households without dependent children","2015","Percentage","22.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","38.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Households with dependent children","2015","Percentage","38.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Households without dependent children","2015","Percentage","38.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Total","2015","Percentage","41.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Households with dependent children","2015","Percentage","35.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Households without dependent children","2015","Percentage","44.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Total","2015","Percentage","42.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Households with dependent children","2015","Percentage","44.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Households without dependent children","2015","Percentage","41.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Total","2015","Percentage","35.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Households with dependent children","2015","Percentage","35.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Households without dependent children","2015","Percentage","35.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","27.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Households with dependent children","2015","Percentage","32.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Households without dependent children","2015","Percentage","23.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Total","2015","Percentage","28.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Households with dependent children","2015","Percentage","35.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Households without dependent children","2015","Percentage","23.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Total","2015","Percentage","26.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Households with dependent children","2015","Percentage","33.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Households without dependent children","2015","Percentage","22.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Total","2015","Percentage","27.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Households with dependent children","2015","Percentage","30.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Households without dependent children","2015","Percentage","24.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","20.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Households with dependent children","2015","Percentage","18.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Households without dependent children","2015","Percentage","22.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Total","2015","Percentage","18.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Households with dependent children","2015","Percentage","21.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Households without dependent children","2015","Percentage","17.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Towns and suburbs","Total","2015","Percentage","20.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Towns and suburbs","Households with dependent children","2015","Percentage","15.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Towns and suburbs","Households without dependent children","2015","Percentage","26.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Rural areas","Total","2015","Percentage","20.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Rural areas","Households with dependent children","2015","Percentage","19.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Rural areas","Households without dependent children","2015","Percentage","21.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","12.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Households with dependent children","2015","Percentage","11.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Households without dependent children","2015","Percentage","13.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Cities","Total","2015","Percentage","11.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Cities","Households with dependent children","2015","Percentage","10.4","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Cities","Households without dependent children","2015","Percentage","12.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Towns and suburbs","Total","2015","Percentage","10.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","4.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","14.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Rural areas","Total","2015","Percentage","13.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Rural areas","Households with dependent children","2015","Percentage","15.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Rural areas","Households without dependent children","2015","Percentage","12.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","5.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Households with dependent children","2015","Percentage","3.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Households without dependent children","2015","Percentage","6.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Cities","Total","2015","Percentage","4.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Cities","Households with dependent children","2015","Percentage","2.5","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Cities","Households without dependent children","2015","Percentage","5.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Towns and suburbs","Total","2015","Percentage","7.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","4.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","10.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Rural areas","Total","2015","Percentage","4.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Rural areas","Households with dependent children","2015","Percentage","3.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Rural areas","Households without dependent children","2015","Percentage","4.8",""
"Financial reasons","Slovenia","Sports events","Total","Total","Total","2015","Percentage","14.3",""
"Financial reasons","Slovenia","Sports events","Total","Total","Households with dependent children","2015","Percentage","14.5",""
"Financial reasons","Slovenia","Sports events","Total","Total","Households without dependent children","2015","Percentage","14.1",""
"Financial reasons","Slovenia","Sports events","Total","Cities","Total","2015","Percentage","12.5",""
"Financial reasons","Slovenia","Sports events","Total","Cities","Households with dependent children","2015","Percentage","11.9",""
