"REASON","GEO","ACL00","QUANTILE","DEG_URB","HHTYP","TIME","UNIT","Value","Flag and Footnotes"
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Single person","2015","Percentage","2.5","u"
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Two adults","2015","Percentage","11.0",""
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","6.1",""
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Three or more adults","2015","Percentage","15.2",""
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Households without dependent children","2015","Percentage","10.8",""
"Financial reasons","Slovenia","Cinema","Third quintile","Towns and suburbs","Households with dependent children","2015","Percentage","11.2",""
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Single person","2015","Percentage","26.1","u"
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Two adults","2015","Percentage","8.2",""
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Two adults with dependent children","2015","Percentage","16.7",""
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Three or more adults","2015","Percentage","12.3",""
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Households without dependent children","2015","Percentage","12.1",""
"Financial reasons","Slovenia","Cinema","Third quintile","Rural areas","Households with dependent children","2015","Percentage","15.5",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Single person","2015","Percentage","8.8","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Two adults","2015","Percentage","5.3",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Two adults with dependent children","2015","Percentage","14.4","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Three or more adults","2015","Percentage","10.2","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Households without dependent children","2015","Percentage","7.4",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Cities","Households with dependent children","2015","Percentage","9.9","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Two adults","2015","Percentage","4.7",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","4.0",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Three or more adults","2015","Percentage","10.0",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","6.4",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","3.6",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Two adults","2015","Percentage","4.2",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Two adults with dependent children","2015","Percentage","6.6",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Three or more adults","2015","Percentage","6.8",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Households without dependent children","2015","Percentage","5.7",""
"Financial reasons","Slovenia","Cinema","Fourth quintile","Rural areas","Households with dependent children","2015","Percentage","9.0",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Single person","2015","Percentage","3.3","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Two adults","2015","Percentage","1.5",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Two adults with dependent children","2015","Percentage","0","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Three or more adults","2015","Percentage","0","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Households without dependent children","2015","Percentage","1.6",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Cities","Households with dependent children","2015","Percentage","0","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Two adults","2015","Percentage","2.5",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","1.3",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Three or more adults","2015","Percentage","3.7",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","3.1",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","2.1",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Two adults","2015","Percentage","0.0",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Two adults with dependent children","2015","Percentage","2.7",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Three or more adults","2015","Percentage","2.2",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Households without dependent children","2015","Percentage","1.1",""
"Financial reasons","Slovenia","Cinema","Fifth quintile","Rural areas","Households with dependent children","2015","Percentage","4.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Single person","2015","Percentage","38.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Two adults","2015","Percentage","46.3","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Two adults with dependent children","2015","Percentage","32.3","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Three or more adults","2015","Percentage","44.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Households without dependent children","2015","Percentage","41.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Cities","Households with dependent children","2015","Percentage","28.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Single person","2015","Percentage","37.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Two adults","2015","Percentage","45.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","41.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Three or more adults","2015","Percentage","47.3","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Households without dependent children","2015","Percentage","41.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Towns and suburbs","Households with dependent children","2015","Percentage","41.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Single person","2015","Percentage","26.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Two adults","2015","Percentage","39.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Two adults with dependent children","2015","Percentage","33.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Three or more adults","2015","Percentage","26.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Households without dependent children","2015","Percentage","30.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","First quintile","Rural areas","Households with dependent children","2015","Percentage","36.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Single person","2015","Percentage","11.3","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Two adults","2015","Percentage","24.8","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Two adults with dependent children","2015","Percentage","30.7","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Three or more adults","2015","Percentage","26.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Households without dependent children","2015","Percentage","19.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Cities","Households with dependent children","2015","Percentage","38.7","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Single person","2015","Percentage","15.1","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Two adults","2015","Percentage","20.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","31.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Three or more adults","2015","Percentage","30.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Households without dependent children","2015","Percentage","21.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Towns and suburbs","Households with dependent children","2015","Percentage","33.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Single person","2015","Percentage","12.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Two adults","2015","Percentage","20.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Two adults with dependent children","2015","Percentage","32.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Three or more adults","2015","Percentage","28.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Households without dependent children","2015","Percentage","20.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Second quintile","Rural areas","Households with dependent children","2015","Percentage","34.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Two adults","2015","Percentage","20.7",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Two adults with dependent children","2015","Percentage","19.7","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Three or more adults","2015","Percentage","26.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Households without dependent children","2015","Percentage","17.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Cities","Households with dependent children","2015","Percentage","19.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Two adults","2015","Percentage","15.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","17.2","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Three or more adults","2015","Percentage","35.0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Households without dependent children","2015","Percentage","20.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Towns and suburbs","Households with dependent children","2015","Percentage","20.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Single person","2015","Percentage","30.8","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Two adults","2015","Percentage","17.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Two adults with dependent children","2015","Percentage","22.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Three or more adults","2015","Percentage","16.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Households without dependent children","2015","Percentage","18.6",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Third quintile","Rural areas","Households with dependent children","2015","Percentage","19.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Two adults","2015","Percentage","8.9","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Two adults with dependent children","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Three or more adults","2015","Percentage","16.8","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Households without dependent children","2015","Percentage","14.4",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Cities","Households with dependent children","2015","Percentage","14.9","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Two adults","2015","Percentage","10.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","4.6","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Three or more adults","2015","Percentage","19.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","13.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","4.5",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Two adults","2015","Percentage","9.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Two adults with dependent children","2015","Percentage","16.8",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Three or more adults","2015","Percentage","7.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Households without dependent children","2015","Percentage","7.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fourth quintile","Rural areas","Households with dependent children","2015","Percentage","16.9",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Two adults","2015","Percentage","2.5","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Two adults with dependent children","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Three or more adults","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Households without dependent children","2015","Percentage","1.2",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Cities","Households with dependent children","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Two adults","2015","Percentage","5.9","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Three or more adults","2015","Percentage","17.1",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Households without dependent children","2015","Percentage","12.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Towns and suburbs","Households with dependent children","2015","Percentage","7.6","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Single person","2015","Percentage",":","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Two adults","2015","Percentage","0","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Two adults with dependent children","2015","Percentage","5.3","u"
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Three or more adults","2015","Percentage","5.3",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Households without dependent children","2015","Percentage","3.0",""
"Financial reasons","Slovenia","Live performances (theatre, concerts, ballet)","Fifth quintile","Rural areas","Households with dependent children","2015","Percentage","6.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Single person","2015","Percentage","45.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Two adults","2015","Percentage","45.9","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Two adults with dependent children","2015","Percentage","38.9","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Three or more adults","2015","Percentage","41.4","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Households without dependent children","2015","Percentage","44.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Cities","Households with dependent children","2015","Percentage","35.0",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Single person","2015","Percentage","38.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Two adults","2015","Percentage","46.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","41.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Three or more adults","2015","Percentage","40.4","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Households without dependent children","2015","Percentage","41.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Towns and suburbs","Households with dependent children","2015","Percentage","44.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Single person","2015","Percentage","32.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Two adults","2015","Percentage","46.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Two adults with dependent children","2015","Percentage","35.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Three or more adults","2015","Percentage","16.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Households without dependent children","2015","Percentage","35.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Rural areas","Households with dependent children","2015","Percentage","35.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Single person","2015","Percentage","20.4","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Two adults","2015","Percentage","25.4","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Two adults with dependent children","2015","Percentage","38.5","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Three or more adults","2015","Percentage",":","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Households without dependent children","2015","Percentage","23.7",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Cities","Households with dependent children","2015","Percentage","35.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Single person","2015","Percentage","15.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Two adults","2015","Percentage","22.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Two adults with dependent children","2015","Percentage","31.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Three or more adults","2015","Percentage","29.2",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Households without dependent children","2015","Percentage","22.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Towns and suburbs","Households with dependent children","2015","Percentage","33.5",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Single person","2015","Percentage","17.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Two adults","2015","Percentage","26.6",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Two adults with dependent children","2015","Percentage","29.9",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Three or more adults","2015","Percentage","26.3",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Households without dependent children","2015","Percentage","24.1",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Rural areas","Households with dependent children","2015","Percentage","30.4",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Single person","2015","Percentage","0","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Two adults","2015","Percentage","18.8",""
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Two adults with dependent children","2015","Percentage","21.0","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Three or more adults","2015","Percentage","35.0","u"
"Financial reasons","Slovenia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Cities","Households without dependent children","2015","Percentage","17.1",""
