"REASON","GEO","ACL00","QUANTILE","DEG_URB","HHTYP","TIME","UNIT","Value","Flag and Footnotes"
"Financial reasons","Czechia","Sports events","Fifth quintile","Total","Total","2015","Percentage","1.2",""
"Financial reasons","Denmark","Cinema","Total","Total","Total","2015","Percentage","10.2",""
"Financial reasons","Denmark","Cinema","First quintile","Total","Total","2015","Percentage","15.9",""
"Financial reasons","Denmark","Cinema","Second quintile","Total","Total","2015","Percentage","12.3",""
"Financial reasons","Denmark","Cinema","Third quintile","Total","Total","2015","Percentage","8.6",""
"Financial reasons","Denmark","Cinema","Fourth quintile","Total","Total","2015","Percentage","5.5",""
"Financial reasons","Denmark","Cinema","Fifth quintile","Total","Total","2015","Percentage","1.7",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","15.2",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","20.0",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","18.5",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","17.3",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","9.8",""
"Financial reasons","Denmark","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","1.6",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","10.6",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","19.4",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","11.4",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","9.4",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","3.7",""
"Financial reasons","Denmark","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","2.0",""
"Financial reasons","Denmark","Sports events","Total","Total","Total","2015","Percentage","6.0",""
"Financial reasons","Denmark","Sports events","First quintile","Total","Total","2015","Percentage","10.9",""
"Financial reasons","Denmark","Sports events","Second quintile","Total","Total","2015","Percentage","7.2",""
"Financial reasons","Denmark","Sports events","Third quintile","Total","Total","2015","Percentage","7.1",""
"Financial reasons","Denmark","Sports events","Fourth quintile","Total","Total","2015","Percentage","2.1",""
"Financial reasons","Denmark","Sports events","Fifth quintile","Total","Total","2015","Percentage","1.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","Total","Total","Total","2015","Percentage","14.2",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","First quintile","Total","Total","2015","Percentage","32.0",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","Second quintile","Total","Total","2015","Percentage","13.3",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","Third quintile","Total","Total","2015","Percentage","8.0",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","Fourth quintile","Total","Total","2015","Percentage","4.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cinema","Fifth quintile","Total","Total","2015","Percentage","2.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","20.8",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","38.3",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","20.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","14.2",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","9.7",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","4.8",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","13.9",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","28.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","12.5",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","7.4",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","5.9",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","5.2",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","Total","Total","Total","2015","Percentage","9.9",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","First quintile","Total","Total","2015","Percentage","23.1",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","Second quintile","Total","Total","2015","Percentage","10.0",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","Third quintile","Total","Total","2015","Percentage","5.4",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","Fourth quintile","Total","Total","2015","Percentage","3.6",""
"Financial reasons","Germany (until 1990 former territory of the FRG)","Sports events","Fifth quintile","Total","Total","2015","Percentage","1.8",""
"Financial reasons","Estonia","Cinema","Total","Total","Total","2015","Percentage","10.9",""
"Financial reasons","Estonia","Cinema","First quintile","Total","Total","2015","Percentage","20.5",""
"Financial reasons","Estonia","Cinema","Second quintile","Total","Total","2015","Percentage","10.4",""
"Financial reasons","Estonia","Cinema","Third quintile","Total","Total","2015","Percentage","6.6",""
"Financial reasons","Estonia","Cinema","Fourth quintile","Total","Total","2015","Percentage","6.0",""
"Financial reasons","Estonia","Cinema","Fifth quintile","Total","Total","2015","Percentage","2.5",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","18.8",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","30.6",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","18.4",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","14.2",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","9.7",""
"Financial reasons","Estonia","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","6.9",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","9.0",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","18.3",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","8.9",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","5.4",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","3.8",""
"Financial reasons","Estonia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","2.7",""
"Financial reasons","Estonia","Sports events","Total","Total","Total","2015","Percentage","4.2",""
"Financial reasons","Estonia","Sports events","First quintile","Total","Total","2015","Percentage","9.4",""
"Financial reasons","Estonia","Sports events","Second quintile","Total","Total","2015","Percentage","4.4",""
"Financial reasons","Estonia","Sports events","Third quintile","Total","Total","2015","Percentage","2.7",""
"Financial reasons","Estonia","Sports events","Fourth quintile","Total","Total","2015","Percentage","1.8",""
"Financial reasons","Estonia","Sports events","Fifth quintile","Total","Total","2015","Percentage","0.9",""
"Financial reasons","Ireland","Cinema","Total","Total","Total","2015","Percentage","17.3","u"
"Financial reasons","Ireland","Cinema","First quintile","Total","Total","2015","Percentage","27.8","u"
"Financial reasons","Ireland","Cinema","Second quintile","Total","Total","2015","Percentage","19.3","u"
"Financial reasons","Ireland","Cinema","Third quintile","Total","Total","2015","Percentage","18.0","u"
"Financial reasons","Ireland","Cinema","Fourth quintile","Total","Total","2015","Percentage","6.0","u"
"Financial reasons","Ireland","Cinema","Fifth quintile","Total","Total","2015","Percentage","3.7","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","22.0","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","30.4","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","25.3","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","22.3","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","11.4","u"
"Financial reasons","Ireland","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","8.0","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","9.8","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","14.9","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","11.1","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","10.5","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","3.8","u"
"Financial reasons","Ireland","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","4.0","u"
"Financial reasons","Ireland","Sports events","Total","Total","Total","2015","Percentage","10.9","u"
"Financial reasons","Ireland","Sports events","First quintile","Total","Total","2015","Percentage","17.3","u"
"Financial reasons","Ireland","Sports events","Second quintile","Total","Total","2015","Percentage","12.2","u"
"Financial reasons","Ireland","Sports events","Third quintile","Total","Total","2015","Percentage","12.8","u"
"Financial reasons","Ireland","Sports events","Fourth quintile","Total","Total","2015","Percentage","4.9","u"
"Financial reasons","Ireland","Sports events","Fifth quintile","Total","Total","2015","Percentage","1.8","u"
"Financial reasons","Greece","Cinema","Total","Total","Total","2015","Percentage","27.8",""
"Financial reasons","Greece","Cinema","First quintile","Total","Total","2015","Percentage","46.1",""
"Financial reasons","Greece","Cinema","Second quintile","Total","Total","2015","Percentage","33.5",""
"Financial reasons","Greece","Cinema","Third quintile","Total","Total","2015","Percentage","24.2",""
"Financial reasons","Greece","Cinema","Fourth quintile","Total","Total","2015","Percentage","18.3",""
"Financial reasons","Greece","Cinema","Fifth quintile","Total","Total","2015","Percentage","10.6",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","33.6",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","50.9",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","39.4",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","30.8",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","24.4",""
"Financial reasons","Greece","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","15.6",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","19.7",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","33.7",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","23.8",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","18.0",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","12.7",""
"Financial reasons","Greece","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","8.2",""
"Financial reasons","Greece","Sports events","Total","Total","Total","2015","Percentage","20.3",""
"Financial reasons","Greece","Sports events","First quintile","Total","Total","2015","Percentage","37.2",""
"Financial reasons","Greece","Sports events","Second quintile","Total","Total","2015","Percentage","24.8",""
"Financial reasons","Greece","Sports events","Third quintile","Total","Total","2015","Percentage","17.9",""
"Financial reasons","Greece","Sports events","Fourth quintile","Total","Total","2015","Percentage","13.3",""
"Financial reasons","Greece","Sports events","Fifth quintile","Total","Total","2015","Percentage","6.7",""
"Financial reasons","Spain","Cinema","Total","Total","Total","2015","Percentage","26.7",""
"Financial reasons","Spain","Cinema","First quintile","Total","Total","2015","Percentage","48.5",""
"Financial reasons","Spain","Cinema","Second quintile","Total","Total","2015","Percentage","30.6",""
"Financial reasons","Spain","Cinema","Third quintile","Total","Total","2015","Percentage","20.6",""
"Financial reasons","Spain","Cinema","Fourth quintile","Total","Total","2015","Percentage","12.4",""
"Financial reasons","Spain","Cinema","Fifth quintile","Total","Total","2015","Percentage","7.6",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","25.8",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","44.4",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","30.7",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","21.0",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","14.3",""
"Financial reasons","Spain","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","7.5",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","21.5",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","37.8",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","26.4",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","16.2",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","10.4",""
"Financial reasons","Spain","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","5.6",""
"Financial reasons","Spain","Sports events","Total","Total","Total","2015","Percentage","18.7",""
"Financial reasons","Spain","Sports events","First quintile","Total","Total","2015","Percentage","36.3",""
"Financial reasons","Spain","Sports events","Second quintile","Total","Total","2015","Percentage","24.3",""
"Financial reasons","Spain","Sports events","Third quintile","Total","Total","2015","Percentage","14.9",""
"Financial reasons","Spain","Sports events","Fourth quintile","Total","Total","2015","Percentage","9.9",""
"Financial reasons","Spain","Sports events","Fifth quintile","Total","Total","2015","Percentage","4.9",""
"Financial reasons","France","Cinema","Total","Total","Total","2015","Percentage","14.5",""
"Financial reasons","France","Cinema","First quintile","Total","Total","2015","Percentage","29.4",""
"Financial reasons","France","Cinema","Second quintile","Total","Total","2015","Percentage","17.5",""
"Financial reasons","France","Cinema","Third quintile","Total","Total","2015","Percentage","9.8",""
"Financial reasons","France","Cinema","Fourth quintile","Total","Total","2015","Percentage","3.6",""
"Financial reasons","France","Cinema","Fifth quintile","Total","Total","2015","Percentage","3.1",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","14.2",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","27.1",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","16.4",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","10.2",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","6.1",""
"Financial reasons","France","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","2.9",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","11.7",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","22.0",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","13.7",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Third quintile","Total","Total","2015","Percentage","7.4",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fourth quintile","Total","Total","2015","Percentage","4.5",""
"Financial reasons","France","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Fifth quintile","Total","Total","2015","Percentage","2.3",""
"Financial reasons","France","Sports events","Total","Total","Total","2015","Percentage","6.4",""
"Financial reasons","France","Sports events","First quintile","Total","Total","2015","Percentage","14.8",""
"Financial reasons","France","Sports events","Second quintile","Total","Total","2015","Percentage","8.7",""
"Financial reasons","France","Sports events","Third quintile","Total","Total","2015","Percentage","4.7",""
"Financial reasons","France","Sports events","Fourth quintile","Total","Total","2015","Percentage","2.9",""
"Financial reasons","France","Sports events","Fifth quintile","Total","Total","2015","Percentage","1.0",""
"Financial reasons","Croatia","Cinema","Total","Total","Total","2015","Percentage","8.5",""
"Financial reasons","Croatia","Cinema","First quintile","Total","Total","2015","Percentage","15.4",""
"Financial reasons","Croatia","Cinema","Second quintile","Total","Total","2015","Percentage","9.5",""
"Financial reasons","Croatia","Cinema","Third quintile","Total","Total","2015","Percentage","8.3",""
"Financial reasons","Croatia","Cinema","Fourth quintile","Total","Total","2015","Percentage","3.5",""
"Financial reasons","Croatia","Cinema","Fifth quintile","Total","Total","2015","Percentage","2.6",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","Total","Total","Total","2015","Percentage","8.8",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","First quintile","Total","Total","2015","Percentage","14.8",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","Second quintile","Total","Total","2015","Percentage","9.6",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","Third quintile","Total","Total","2015","Percentage","8.3",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","Fourth quintile","Total","Total","2015","Percentage","4.6",""
"Financial reasons","Croatia","Live performances (theatre, concerts, ballet)","Fifth quintile","Total","Total","2015","Percentage","3.8",""
"Financial reasons","Croatia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Total","Total","Total","2015","Percentage","7.3",""
"Financial reasons","Croatia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","First quintile","Total","Total","2015","Percentage","12.2",""
"Financial reasons","Croatia","Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Second quintile","Total","Total","2015","Percentage","7.8",""
